Trigger_Date,2023/08/04
Trigger_Time,T 11:24:12.466 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.562
Time (ms),Voltage (V),Current (A)
7.46,91.914,10.516
7.49,88.58,10.024
7.52,85.211,9.474
7.55,81.842,9.05
7.59,78.648,8.706
7.62,75.56,8.363
7.65,72.366,7.985
7.68,69.138,7.549
7.72,65.874,7.08
7.75,62.575,6.598
7.78,59.276,6.094
7.81,55.801,5.59
7.85,52.432,5.132
7.88,48.993,4.662
7.91,45.483,4.101
7.95,41.798,3.528
7.98,38.113,2.978
8.01,34.464,2.406
8.04,30.849,1.799
8.08,27.094,1.226
8.11,23.479,0.664
8.14,19.864,0.195
8.17,16.319,-0.298
8.21,12.88,-0.756
8.24,9.3,-1.054
8.27,4.808,-1.466
8.3,0.597,-1.764
8.34,-2.316,-2.177
8.37,-4.738,-2.486
8.4,-6.914,-2.818
8.43,-10.002,-3.54
8.47,-14.249,-4.181
8.5,-18.846,-4.502
8.53,-22.531,-4.766
8.56,-24.883,-5.396
8.6,-26.006,-6.312
8.63,-27.023,-7.412
8.66,-28.989,-8.637
8.69,-32.112,-9.886
8.73,-35.551,-11.066
8.76,-39.307,-12.12
8.79,-43.553,-12.91
8.82,-48.01,-13.506
8.86,-52.502,-13.987
8.89,-56.749,-14.319
8.92,-60.82,-14.491
8.95,-64.716,-14.663
8.99,-68.401,-14.846
9.02,-71.875,-15.007
9.05,-75.174,-15.202
9.08,-78.403,-15.511
9.12,-81.667,-15.889
9.15,-84.895,-16.313
9.18,-88.264,-16.794
9.22,-91.634,-17.275
9.25,-94.897,-17.699
9.28,-98.126,-18.134
9.31,-101.46,-18.558
9.35,-104.724,-18.993
9.38,-108.023,-19.417
9.41,-111.322,-19.898
9.44,-114.726,-20.402
9.48,-118.095,-20.906
9.51,-121.359,-21.284
9.54,-124.693,-21.777
9.57,-128.168,-22.327
9.61,-131.642,-22.808
9.64,-135.117,-23.404
9.67,-138.837,-24.068
9.7,-142.732,-24.767
9.74,-145.996,-24.87
9.77,-148.277,-24.595
9.8,-150.594,-24.572
9.83,-153.857,-25.34
9.87,-157.086,-25.683
9.9,-159.332,-25.855
9.93,-161.754,-26.462
9.96,-165.404,-27.402
10.0,-169.334,-28.146
10.03,-172.984,-28.983
10.06,-176.704,-29.773
10.09,-180.67,-30.266
10.13,-184.25,-30.518
10.16,-187.689,-30.793
10.19,-190.953,-30.964
10.22,-193.831,-30.987
10.26,-196.533,-31.159
10.29,-199.376,-31.583
10.32,-201.868,-31.64
10.35,-203.622,-31.491
10.39,-205.658,-31.594
10.42,-208.009,-31.778
10.45,-209.694,-31.858
10.49,-210.957,-31.961
10.52,-212.466,-32.11
10.55,-214.081,-32.213
10.58,-215.485,-32.247
