Trigger_Date,2023/08/25
Trigger_Time,T 11:52:05.688 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.545
Time (ms),Voltage (V),Current (A)
7.49,89.633,14.423
7.52,86.299,13.987
7.55,83.07,13.518
7.58,79.947,13.002
7.62,76.683,12.487
7.65,73.174,11.937
7.68,69.664,11.467
7.71,66.576,11.043
7.75,63.417,10.516
7.78,59.978,9.921
7.81,56.363,9.52
7.84,53.169,9.119
7.88,49.835,8.637
7.91,46.677,8.042
7.94,42.711,7.572
7.97,40.781,6.828
8.01,42.886,4.811
8.04,47.729,0.458
8.07,38.078,-2.234
8.1,27.339,-0.344
8.14,28.708,-0.057
8.17,24.005,-1.077
8.2,16.284,-0.974
8.23,9.441,-0.871
8.27,3.474,-0.813
8.3,-2.071,-0.71
8.33,-4.387,-0.195
8.36,-4.843,-0.344
8.4,-7.686,-0.504
8.43,-8.949,-0.894
8.46,-11.932,-1.741
8.49,-17.618,-1.947
8.53,-23.058,-2.085
8.56,-28.322,-2.406
8.59,-33.095,-2.749
8.62,-37.096,-3.116
8.66,-39.412,-3.746
8.69,-40.746,-4.594
8.72,-42.36,-5.396
8.75,-44.992,-5.854
8.79,-48.116,-5.865
8.82,-50.888,-5.648
8.85,-53.836,-5.716
8.88,-57.17,-6.152
8.92,-61.031,-6.736
8.95,-65.242,-7.423
8.98,-69.243,-8.076
9.02,-72.647,-8.821
9.05,-75.876,-9.726
9.08,-79.245,-10.573
9.11,-82.404,-11.112
9.15,-85.773,-11.65
9.18,-89.037,-12.189
9.21,-92.3,-12.532
9.24,-95.424,-12.887
9.28,-98.582,-13.414
9.31,-102.022,-13.861
9.34,-105.496,-14.388
9.37,-108.9,-14.938
9.41,-112.059,-15.465
9.44,-115.288,-16.061
9.47,-118.692,-16.633
9.5,-121.64,-17.057
9.54,-124.623,-17.63
9.57,-127.817,-18.329
9.6,-131.221,-18.787
9.63,-134.555,-19.28
9.67,-137.854,-19.841
9.7,-141.118,-20.391
9.73,-144.066,-20.918
9.76,-146.873,-21.273
9.8,-149.786,-21.731
9.83,-152.734,-22.098
9.86,-155.647,-22.453
9.89,-158.35,-22.762
9.93,-161.087,-23.163
9.96,-164.07,-23.759
9.99,-167.194,-24.183
10.02,-170.036,-24.526
10.06,-172.668,-25.03
10.09,-175.23,-25.454
10.12,-177.968,-25.741
10.15,-180.6,-26.164
10.19,-183.653,-26.737
10.22,-186.25,-26.943
10.25,-188.286,-27.161
10.28,-190.427,-27.654
10.32,-193.164,-28.192
10.35,-195.972,-28.387
10.38,-198.183,-28.478
10.41,-200.183,-28.879
10.45,-202.71,-29.452
10.48,-205.061,-29.727
10.51,-206.992,-29.899
10.54,-208.817,-30.243
10.58,-211.063,-30.644
10.61,-213.203,-30.884
10.64,-215.379,-31.113
10.67,-217.485,-31.491
10.71,-219.38,-31.904
10.74,-221.416,-32.282
10.77,-223.416,-32.602
10.81,-224.995,-32.809
10.84,-226.68,-32.992
10.87,-228.68,-33.37
10.9,-230.435,-33.576
10.94,-231.944,-33.817
10.97,-233.453,-34.149
11.0,-235.384,-34.481
11.03,-237.419,-34.664
11.07,-238.893,-34.848
11.1,-240.157,-35.191
11.13,-241.946,-35.65
11.16,-243.947,-36.074
11.2,-245.982,-36.474
11.23,-247.667,-36.933
11.26,-249.352,-37.471
11.29,-251.106,-37.803
11.33,-252.475,-37.987
11.36,-253.563,-38.239
11.39,-254.756,-38.445
11.42,-256.195,-38.525
11.46,-257.564,-38.582
11.49,-258.687,-38.731
11.52,-259.95,-38.995
11.55,-261.249,-39.315
11.59,-262.582,-39.579
11.62,-263.741,-39.819
11.65,-265.25,-40.117
11.68,-266.794,-40.415
11.72,-268.163,-40.873
11.75,-269.496,-41.297
11.78,-270.76,-41.641
11.81,-271.848,-41.95
11.85,-272.971,-42.237
11.88,-274.234,-42.408
11.91,-275.217,-42.603
11.94,-276.199,-42.878
11.98,-277.533,-43.107
12.01,-278.621,-43.336
12.04,-279.463,-43.669
12.07,-280.376,-43.863
12.11,-281.148,-43.955
12.14,-281.92,-44.081
12.17,-282.552,-44.069
12.2,-282.973,-44.069
12.24,-283.534,-44.173
12.27,-283.85,-44.058
12.3,-284.447,-44.23
12.33,-285.254,-44.333
12.37,-285.71,-44.425
12.4,-285.921,-44.585
12.43,-285.956,-44.402
12.46,-286.342,-44.585
12.5,-286.658,-44.39
12.53,-286.482,-44.276
12.56,-286.588,-44.47
12.6,-286.658,-44.276
12.63,-285.991,-44.104
12.66,-285.745,-44.001
12.69,-285.535,-43.84
12.73,-285.219,-43.543
12.76,-284.552,-43.439
12.79,-283.955,-43.291
12.82,-283.71,-43.268
12.86,-283.429,-43.256
12.89,-282.762,-43.084
12.92,-281.429,-42.89
12.95,-280.692,-42.844
12.99,-280.376,-42.66
13.02,-279.639,-42.317
13.05,-278.445,-42.145
13.08,-277.428,-42.076
13.12,-276.48,-41.904
13.15,-275.392,-41.675
13.18,-274.374,-41.435
13.21,-273.181,-41.217
13.25,-271.777,-41.103
13.28,-270.97,-40.999
13.31,-270.058,-40.828
13.34,-268.864,-40.736
13.38,-267.741,-40.702
13.41,-266.583,-40.53
13.44,-265.25,-40.358
13.47,-263.951,-40.175
13.51,-262.407,-39.9
13.54,-260.793,-39.613
13.57,-259.354,-39.293
13.6,-257.88,-39.086
13.64,-256.3,-38.914
13.67,-254.581,-38.617
13.7,-252.826,-38.33
13.73,-251.106,-38.01
13.77,-249.352,-37.78
13.8,-247.491,-37.483
13.83,-245.456,-37.082
13.86,-243.491,-36.944
13.9,-241.911,-36.658
13.93,-239.735,-36.177
13.96,-237.419,-35.925
13.99,-235.699,-35.879
14.03,-234.366,-35.684
14.06,-232.787,-35.432
14.09,-230.821,-35.237
14.12,-228.926,-35.26
14.16,-227.382,-35.283
14.19,-225.768,-34.997
14.22,-223.592,-34.745
14.25,-221.521,-34.596
14.29,-219.591,-34.309
14.32,-217.38,-33.943
14.35,-215.063,-33.668
14.39,-213.063,-33.381
14.42,-210.992,-33.038
14.45,-208.711,-32.66
14.48,-206.5,-32.316
14.52,-204.289,-31.995
14.55,-201.973,-31.64
14.58,-199.797,-31.319
14.61,-197.446,-31.056
14.65,-195.094,-30.758
14.68,-192.743,-30.426
14.71,-190.321,-30.036
14.74,-187.83,-29.67
14.78,-185.338,-29.235
14.81,-182.6,-28.822
14.84,-179.933,-28.547
14.87,-177.687,-28.226
14.91,-175.301,-27.7
14.94,-172.388,-27.218
14.97,-169.37,-26.863
15.0,-166.667,-26.485
15.04,-164.035,-25.958
15.07,-161.017,-25.351
15.1,-158.174,-24.973
15.13,-155.331,-24.526
15.17,-152.419,-24.022
15.2,-150.172,-24.022
15.23,-148.804,-24.045
15.26,-147.54,-24.011
15.3,-145.259,-23.885
15.33,-142.416,-23.793
15.36,-139.714,-23.896
15.39,-137.292,-23.747
15.43,-134.344,-22.98
15.46,-130.449,-22.006
15.49,-126.343,-21.078
15.52,-122.202,-20.024
15.56,-118.341,-18.936
15.59,-114.551,-17.951
15.62,-110.901,-17.092
15.65,-107.637,-16.336
15.69,-104.163,-15.591
15.72,-100.513,-14.938
15.75,-96.968,-14.434
15.78,-93.494,-13.964
