Trigger_Date,2023/06/22
Trigger_Time,T 13:12:21.374 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.561
Time (ms),Voltage (V),Current (A)
11.75,-266.443,-39.957
11.79,-267.18,-40.117
11.82,-268.163,-40.576
11.85,-269.987,-40.724
11.88,-271.883,-40.805
11.92,-273.006,-40.988
11.95,-273.778,-41.217
11.98,-275.041,-41.458
12.01,-276.691,-41.595
12.05,-277.673,-41.675
12.08,-278.024,-41.904
12.11,-279.323,-42.168
12.15,-281.358,-41.87
12.18,-281.99,-41.595
12.21,-281.464,-41.446
12.24,-281.674,-41.561
12.28,-282.903,-41.515
12.31,-283.78,-41.481
12.34,-283.71,-41.664
12.37,-283.675,-42.019
12.41,-284.482,-42.111
12.44,-285.078,-41.904
12.47,-284.798,-41.847
12.5,-284.552,-42.019
12.54,-285.464,-42.065
12.57,-286.131,-41.721
12.6,-284.306,-42.099
12.63,-282.587,-42.775
12.67,-282.973,-42.729
12.7,-283.499,-42.397
12.73,-283.008,-42.363
12.76,-281.885,-42.534
12.8,-281.218,-42.638
12.83,-281.253,-42.649
12.86,-280.972,-42.386
12.89,-279.182,-41.698
12.93,-275.989,-40.919
12.96,-273.286,-40.415
12.99,-272.409,-40.026
13.02,-272.093,-39.842
13.06,-271.321,-40.026
13.09,-269.952,-40.369
13.12,-269.18,-40.702
13.15,-269.601,-40.85
13.19,-270.163,-40.908
13.22,-269.882,-40.988
13.25,-269.18,-41.045
13.28,-269.075,-41.045
13.32,-269.426,-40.954
13.35,-269.145,-40.782
13.38,-267.882,-40.576
13.42,-266.583,-40.094
13.45,-264.934,-39.361
13.48,-263.074,-38.674
13.51,-261.214,-38.055
13.55,-259.248,-37.586
13.58,-256.546,-37.265
13.61,-253.984,-37.047
13.64,-252.019,-36.784
13.68,-250.299,-36.532
13.71,-247.948,-36.154
13.74,-245.667,-36.039
13.77,-244.157,-35.959
13.81,-242.613,-35.547
13.84,-240.578,-35.283
13.87,-238.367,-34.985
13.9,-236.542,-34.71
13.94,-234.927,-34.424
13.97,-233.208,-34.046
14.0,-231.313,-33.656
14.03,-229.066,-33.576
14.07,-227.417,-33.519
14.1,-226.189,-33.141
14.13,-224.609,-32.9
14.16,-222.855,-32.774
14.2,-221.03,-32.431
14.23,-218.959,-31.972
14.26,-216.783,-31.675
14.29,-215.028,-31.354
14.33,-213.274,-30.884
14.36,-211.378,-30.483
14.39,-209.448,-30.197
14.42,-207.588,-29.819
14.46,-205.272,-29.349
14.49,-202.64,-29.063
14.52,-200.71,-28.742
14.55,-198.955,-28.307
14.59,-196.744,-28.078
14.62,-194.147,-28.009
14.65,-191.725,-27.837
14.68,-189.725,-27.539
14.72,-187.794,-27.092
14.75,-185.478,-26.691
14.78,-183.022,-26.279
14.82,-180.53,-25.729
14.85,-178.389,-25.351
14.88,-176.494,-25.111
14.91,-174.283,-24.629
14.95,-171.265,-24.068
14.98,-167.931,-23.61
15.01,-165.193,-23.106
15.04,-162.245,-22.384
15.08,-159.613,-22.132
15.11,-157.542,-21.731
15.14,-155.331,-21.491
15.17,-152.734,-20.883
15.21,-149.12,-20.116
15.24,-145.645,-19.852
15.27,-142.697,-19.463
15.3,-140.662,-19.383
15.34,-139.012,-18.913
15.37,-136.45,-18.295
15.4,-133.362,-17.836
15.43,-130.414,-17.424
15.47,-127.711,-16.863
15.5,-124.728,-16.21
15.53,-121.184,-15.648
15.56,-117.323,-14.984
15.6,-113.673,-14.377
15.63,-110.48,-13.93
15.66,-107.497,-13.529
15.69,-104.478,-12.945
15.73,-101.355,-12.269
15.76,-97.986,-11.593
15.79,-94.231,-10.848
15.82,-90.089,-10.069
